time_type,date,indicator,indicator_category,geography,group_name,group_category,estimate,sd,season
Weekly,3/23/2024,booster,boosted,New York,Overall,Overall,21.8562,0.605765306,2023/2024
Weekly,3/23/2024,booster,boosted,North Carolina,Overall,Overall,21.0635,0.6966836734693878,2023/2024
Weekly,3/23/2024,booster,boosted,North Dakota,Overall,Overall,18.8456,0.7193367346938775,2023/2024
Weekly,3/23/2024,booster,boosted,Ohio,Overall,Overall,21.2331,0.9764795918367347,2023/2024
Weekly,3/23/2024,booster,boosted,Oklahoma,Overall,Overall,16.5357,0.6007653061224489,2023/2024
Weekly,3/23/2024,booster,boosted,Oregon,Overall,Overall,29.9353,0.8588775510204082,2023/2024
Weekly,3/23/2024,booster,boosted,Pennsylvania,Overall,Overall,23.4487,0.6182142857142857,2023/2024
Weekly,3/23/2024,booster,boosted,Puerto Rico,Overall,Overall,10.6131,0.4253061224489796,2023/2024
Weekly,3/23/2024,booster,boosted,Rhode Island,Overall,Overall,30.1925,1.326734693877551,2023/2024
Weekly,3/23/2024,booster,boosted,South Carolina,Overall,Overall,17.1014,0.6121938775510204,2023/2024
Weekly,3/23/2024,booster,boosted,South Dakota,Overall,Overall,23.1508,0.7990816326530612,2023/2024
Weekly,3/23/2024,booster,boosted,Tennessee,Overall,Overall,15.9516,0.8216326530612246,2023/2024
Weekly,3/23/2024,booster,boosted,Texas,Overall,Overall,16.5186,0.5837244897959183,2023/2024
Weekly,3/23/2024,booster,boosted,Utah,Overall,Overall,20.1716,0.9109693877551021,2023/2024
Weekly,3/23/2024,booster,boosted,Vermont,Overall,Overall,40.2387,1.4785204081632652,2023/2024
Weekly,3/23/2024,booster,boosted,Virginia,Overall,Overall,24.5824,0.5708673469387755,2023/2024
Weekly,3/23/2024,booster,boosted,Washington,Overall,Overall,29.5104,1.1336224489795919,2023/2024
Weekly,3/23/2024,booster,boosted,West Virginia,Overall,Overall,17.1964,0.535,2023/2024
Weekly,3/23/2024,booster,boosted,Wisconsin,Overall,Overall,27.5111,0.9847448979591836,2023/2024
Weekly,3/23/2024,booster,boosted,Wyoming,Overall,Overall,15.6552,0.5116326530612244,2023/2024
Weekly,3/23/2024,booster,boosted,Illinois-City of Chicago,Overall,Overall,29.3526,0.9708673469387755,2023/2024
Weekly,3/23/2024,booster,boosted,Illinois-Rest of State,Overall,Overall,24.9837,0.6414795918367348,2023/2024
Weekly,3/23/2024,booster,boosted,New York-New York City,Overall,Overall,20.865,0.9893877551020408,2023/2024
Weekly,3/23/2024,booster,boosted,New York-Rest of State,Overall,Overall,22.6453,0.6956122448979591,2023/2024
Weekly,3/23/2024,booster,boosted,Pennsylvania-Philadelphia County,Overall,Overall,24.2224,0.8064285714285715,2023/2024
Weekly,3/23/2024,booster,boosted,Pennsylvania-Rest of State,Overall,Overall,22.832,0.6094897959183674,2023/2024
Weekly,3/23/2024,booster,boosted,Texas-Bexar County,Overall,Overall,19.675,0.5685714285714286,2023/2024
Weekly,3/23/2024,booster,boosted,Texas-City of Houston,Overall,Overall,18.6852,0.552704082,2023/2024
Weekly,3/23/2024,booster,boosted,Texas-Rest of State,Overall,Overall,16.0809,0.6703571428571429,2023/2024
Weekly,3/31/2024,booster,boosted,National,Age,18-29 years,9.9797,0.2829591836734694,2023/2024
Weekly,3/31/2024,booster,boosted,National,Age,30-39 years,14.6809,0.3959183673469388,2023/2024
Weekly,3/31/2024,booster,boosted,National,Age,40-49 years,17.7311,0.4446428571428572,2023/2024
Weekly,3/31/2024,booster,boosted,National,Age,50-64 years,24.63,0.3959183673469388,2023/2024
Weekly,3/31/2024,booster,boosted,National,Age,65-74 years,39.2243,0.5970918367346938,2023/2024
Weekly,3/31/2024,booster,boosted,National,Age,75+ years,41.1504,0.836734694,2023/2024
Weekly,3/31/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income >= $75k",27.4656,0.325,2023/2024
Weekly,3/31/2024,booster,boosted,National,Poverty Status,Below Poverty,14.8797,0.48892857142857143,2023/2024
Weekly,3/31/2024,booster,boosted,National,Poverty Status,Poverty Status Unknown,19.3546,0.37112244897959185,2023/2024
Weekly,3/31/2024,booster,boosted,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",15.202,1.4831632653061224,2023/2024
Weekly,3/31/2024,booster,boosted,National,Race/Ethnicity,"Asian, Non-Hispanic",21.3567,0.9530102040816326,2023/2024
Weekly,3/31/2024,booster,boosted,National,Race/Ethnicity,"Black, Non-Hispanic",19.3945,0.6058163265306122,2023/2024
Weekly,3/31/2024,booster,boosted,National,Race/Ethnicity,Hispanic,15.4923,0.5216836734693877,2023/2024
Weekly,3/31/2024,booster,boosted,National,Race/Ethnicity,"Other, Non-Hispanic",18.9947,0.6094387755102041,2023/2024
Weekly,3/31/2024,booster,boosted,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",17.9206,2.5300000000000002,2023/2024
Weekly,3/31/2024,booster,boosted,National,Race/Ethnicity,"White, Non-Hispanic",25.3201,0.2736734693877551,2023/2024
Weekly,3/31/2024,booster,boosted,National,Sex,Female,23.9662,0.26872448979591834,2023/2024
Weekly,3/31/2024,booster,boosted,National,Sex,Male,20.4053,0.26260204081632654,2023/2024
Weekly,3/31/2024,booster,boosted,National,Sexual Orientation,Don't Know/Refused,20.4352,0.7770408163265305,2023/2024
Weekly,3/31/2024,booster,boosted,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,23.9838,0.6766836734693877,2023/2024
Weekly,3/31/2024,booster,boosted,National,Sexual Orientation,Straight,22.1993,0.22994897959183674,2023/2024
Weekly,3/31/2024,booster,boosted,National,Urbanicity,Rural (Non-MSA),17.4678,0.3607142857142857,2023/2024
Weekly,3/31/2024,booster,boosted,National,Urbanicity,Suburban (MSA Non-Principal City),22.5767,0.2596938775510204,2023/2024
Weekly,3/31/2024,booster,boosted,National,Urbanicity,Urban MSA Principal City,23.4267,0.3627551020408163,2023/2024
Weekly,3/31/2024,booster,boosted,Region 1,Overall,Overall,32.4947,0.6476530612244898,2023/2024
Weekly,3/31/2024,booster,boosted,Region 10,Overall,Overall,27.8617,0.7364795918367347,2023/2024
Weekly,3/31/2024,booster,boosted,Region 2,Overall,Overall,20.8286,0.4309183673469388,2023/2024
Weekly,3/31/2024,booster,boosted,Region 3,Overall,Overall,25.3565,0.4602040816326531,2023/2024
Weekly,3/31/2024,booster,boosted,Region 4,Overall,Overall,16.4526,0.36306122448979594,2023/2024
Weekly,3/31/2024,booster,boosted,Region 5,Overall,Overall,25.0018,0.42581632653061224,2023/2024
Weekly,3/31/2024,booster,boosted,Region 6,Overall,Overall,16.4968,0.45102040816326533,2023/2024
Weekly,3/31/2024,booster,boosted,Region 7,Overall,Overall,22.648,0.5727551020408164,2023/2024
Weekly,3/31/2024,booster,boosted,Region 8,Overall,Overall,23.2727,0.4996428571428571,2023/2024
Weekly,3/31/2024,booster,boosted,Region 9,Overall,Overall,24.1636,0.6908163265306123,2023/2024
Weekly,3/31/2024,booster,boosted,Alabama,Overall,Overall,12.6781,0.522704082,2023/2024
Weekly,3/31/2024,booster,boosted,Alaska,Overall,Overall,18.0935,0.7996938775510204,2023/2024
Weekly,3/31/2024,booster,boosted,Arizona,Overall,Overall,21.1746,0.8092857142857143,2023/2024
Weekly,3/31/2024,booster,boosted,Arkansas,Overall,Overall,15.8582,0.7314795918367347,2023/2024
Weekly,3/31/2024,booster,boosted,California,Overall,Overall,24.9308,0.8435714285714285,2023/2024
Weekly,3/31/2024,booster,boosted,Colorado,Overall,Overall,27.4555,0.7646428571428571,2023/2024
Weekly,3/31/2024,booster,boosted,Connecticut,Overall,Overall,28.3249,1.474030612244898,2023/2024
Weekly,3/31/2024,booster,boosted,Delaware,Overall,Overall,25.9937,0.6980102040816327,2023/2024
Weekly,3/31/2024,booster,boosted,District of Columbia,Overall,Overall,39.7193,0.7619387755102042,2023/2024
Weekly,3/31/2024,booster,boosted,Florida,Overall,Overall,16.1173,0.7998469387755103,2023/2024
Weekly,3/31/2024,booster,boosted,Georgia,Overall,Overall,15.069,0.9150510204081633,2023/2024
Weekly,3/31/2024,booster,boosted,Hawaii,Overall,Overall,26.5582,0.8445918367346938,2023/2024
Weekly,3/31/2024,booster,boosted,Idaho,Overall,Overall,20.2891,0.9857142857142857,2023/2024
Weekly,3/31/2024,booster,boosted,Illinois,Overall,Overall,26.2579,0.578469388,2023/2024
Weekly,3/31/2024,booster,boosted,Indiana,Overall,Overall,19.6863,0.6508673469387756,2023/2024
Weekly,3/31/2024,booster,boosted,Iowa,Overall,Overall,25.6043,1.096734693877551,2023/2024
Weekly,3/31/2024,booster,boosted,Kansas,Overall,Overall,20.3059,0.7728061224489796,2023/2024
Weekly,3/31/2024,booster,boosted,Kentucky,Overall,Overall,17.8909,0.7553571428571428,2023/2024
Weekly,3/31/2024,booster,boosted,Louisiana,Overall,Overall,12.2433,0.5725,2023/2024
Weekly,3/31/2024,booster,boosted,Maine,Overall,Overall,30.2757,0.7187244897959184,2023/2024
Weekly,3/31/2024,booster,boosted,Maryland,Overall,Overall,27.8157,1.0110204081632654,2023/2024
Weekly,3/31/2024,booster,boosted,Massachusetts,Overall,Overall,34.9209,0.885,2023/2024
Weekly,3/31/2024,booster,boosted,Michigan,Overall,Overall,24.6644,1.0402551020408164,2023/2024
Weekly,3/31/2024,booster,boosted,Minnesota,Overall,Overall,35.3944,1.1272448979591838,2023/2024
Weekly,3/31/2024,booster,boosted,Mississippi,Overall,Overall,10.4598,0.6525510204081633,2023/2024
Weekly,3/31/2024,booster,boosted,Missouri,Overall,Overall,22.1168,0.9354081632653061,2023/2024
Weekly,3/31/2024,booster,boosted,Montana,Overall,Overall,21.9276,0.6145918367346939,2023/2024
Weekly,3/31/2024,booster,boosted,Nebraska,Overall,Overall,22.604,0.9075510204081633,2023/2024
Weekly,3/31/2024,booster,boosted,Nevada,Overall,Overall,17.8759,0.6867857142857143,2023/2024
Weekly,3/31/2024,booster,boosted,New Hampshire,Overall,Overall,29.6092,0.6904081632653061,2023/2024
Weekly,3/31/2024,booster,boosted,New Jersey,Overall,Overall,23.1377,0.7348469387755102,2023/2024
Weekly,3/31/2024,booster,boosted,New Mexico,Overall,Overall,25.7671,0.8398979591836735,2023/2024
Weekly,3/31/2024,booster,boosted,New York,Overall,Overall,21.8562,0.605765306,2023/2024
Weekly,3/31/2024,booster,boosted,North Carolina,Overall,Overall,21.1265,0.6957142857142857,2023/2024
Weekly,3/31/2024,booster,boosted,North Dakota,Overall,Overall,18.9878,0.750765306,2023/2024
Weekly,3/31/2024,booster,boosted,Ohio,Overall,Overall,21.2331,0.9764795918367347,2023/2024
Weekly,3/31/2024,booster,boosted,Oklahoma,Overall,Overall,16.5357,0.6007653061224489,2023/2024
Weekly,3/31/2024,booster,boosted,Oregon,Overall,Overall,29.9353,0.8588775510204082,2023/2024
Weekly,3/31/2024,booster,boosted,Pennsylvania,Overall,Overall,24.1849,0.6646938775510204,2023/2024
Weekly,3/31/2024,booster,boosted,Puerto Rico,Overall,Overall,10.6131,0.4253061224489796,2023/2024
Weekly,3/31/2024,booster,boosted,Rhode Island,Overall,Overall,30.1925,1.326734693877551,2023/2024
Weekly,3/31/2024,booster,boosted,South Carolina,Overall,Overall,17.172,0.6162755102040817,2023/2024
Weekly,3/31/2024,booster,boosted,South Dakota,Overall,Overall,23.1508,0.7990816326530612,2023/2024
Weekly,3/31/2024,booster,boosted,Tennessee,Overall,Overall,15.9516,0.8216326530612246,2023/2024
Weekly,3/31/2024,booster,boosted,Texas,Overall,Overall,16.7144,0.5928061224489796,2023/2024
Weekly,3/31/2024,booster,boosted,Utah,Overall,Overall,20.1716,0.9109693877551021,2023/2024
Weekly,3/31/2024,booster,boosted,Vermont,Overall,Overall,40.2387,1.4785204081632652,2023/2024
Weekly,3/31/2024,booster,boosted,Virginia,Overall,Overall,24.5824,0.5708673469387755,2023/2024
Weekly,3/31/2024,booster,boosted,Washington,Overall,Overall,29.5104,1.1336224489795919,2023/2024
Weekly,3/31/2024,booster,boosted,West Virginia,Overall,Overall,17.1964,0.535,2023/2024
Weekly,3/31/2024,booster,boosted,Wisconsin,Overall,Overall,NA,NA,2023/2024
Weekly,3/31/2024,booster,boosted,Wyoming,Overall,Overall,15.6552,0.5116326530612244,2023/2024
Weekly,3/31/2024,booster,boosted,Illinois-City of Chicago,Overall,Overall,29.3526,0.9708673469387755,2023/2024
Weekly,3/31/2024,booster,boosted,Illinois-Rest of State,Overall,Overall,24.9837,0.6414795918367348,2023/2024
Weekly,3/31/2024,booster,boosted,New York-New York City,Overall,Overall,20.865,0.9893877551020408,2023/2024
Weekly,3/31/2024,booster,boosted,New York-Rest of State,Overall,Overall,22.6453,0.6956122448979591,2023/2024
Weekly,3/31/2024,booster,boosted,Pennsylvania-Philadelphia County,Overall,Overall,24.2224,0.8064285714285715,2023/2024
Weekly,3/31/2024,booster,boosted,Pennsylvania-Rest of State,Overall,Overall,23.7097,0.6719897959183673,2023/2024
Weekly,3/31/2024,booster,boosted,Texas-Bexar County,Overall,Overall,19.675,0.5685714285714286,2023/2024
Weekly,3/31/2024,booster,boosted,Texas-City of Houston,Overall,Overall,18.6852,0.552704082,2023/2024
Weekly,3/31/2024,booster,boosted,Texas-Rest of State,Overall,Overall,16.3117,0.6826530612244899,2023/2024
Weekly,3/31/2024,booster,boosted,National,Disability Status,No,22.0535,0.2230612244897959,2023/2024
Weekly,3/31/2024,booster,boosted,National,Disability Status,Yes,23.439,0.5812755102040816,2023/2024
Weekly,3/31/2024,booster,boosted,National,Gender Identity,Cisgender,22.2403,0.21285714285714286,2023/2024
Weekly,3/31/2024,booster,boosted,National,Gender Identity,Don't Know/Refused,17.5975,1.7582653061224491,2023/2024
Weekly,3/31/2024,booster,boosted,National,Gender Identity,Transgender/Nonbinary,27.1235,1.695357142857143,2023/2024
Weekly,3/31/2024,booster,boosted,National,Health Insurance,Insured,24.114,0.20739795918367346,2023/2024
Weekly,3/31/2024,booster,boosted,National,Health Insurance,Uninsured,9.0486,0.48750000000000004,2023/2024
Weekly,3/31/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Insured,18.8347,0.2125510204081633,2023/2024
Weekly,3/31/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Uninsured,8.7018,0.49448979591836734,2023/2024
Weekly,3/31/2024,booster,boosted,National,Overall,Overall,22.2107,0.2097448979591837,2023/2024
Weekly,3/31/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income < $75k",20.5295,0.3353061224489796,2023/2024
Weekly,4/6/2024,booster,boosted,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,24.4901,0.6974489795918367,2023/2024
Weekly,4/6/2024,booster,boosted,National,Sexual Orientation,Straight,22.2708,0.20301020408163264,2023/2024
Weekly,4/6/2024,booster,boosted,National,Urbanicity,Rural (Non-MSA),17.5435,0.36178571428571427,2023/2024
Weekly,4/6/2024,booster,boosted,National,Urbanicity,Suburban (MSA Non-Principal City),22.5767,0.2596938775510204,2023/2024
Weekly,4/6/2024,booster,boosted,National,Urbanicity,Urban MSA Principal City,23.5,0.3436734693877551,2023/2024
Weekly,4/6/2024,booster,boosted,Region 1,Overall,Overall,32.9664,0.6684183673469388,2023/2024
Weekly,4/6/2024,booster,boosted,Region 10,Overall,Overall,29.1118,0.8099489795918366,2023/2024
Weekly,4/6/2024,booster,boosted,Region 2,Overall,Overall,21.6723,0.5073979591836735,2023/2024
Weekly,4/6/2024,booster,boosted,Region 3,Overall,Overall,25.3565,0.4602040816326531,2023/2024
Weekly,4/6/2024,booster,boosted,Region 4,Overall,Overall,16.4526,0.36306122448979594,2023/2024
Weekly,4/6/2024,booster,boosted,Region 5,Overall,Overall,25.0344,0.4114285714285714,2023/2024
Weekly,4/6/2024,booster,boosted,Region 6,Overall,Overall,16.5125,0.4219897959183673,2023/2024
Weekly,4/6/2024,booster,boosted,Region 7,Overall,Overall,23.0597,0.5875,2023/2024
Weekly,4/6/2024,booster,boosted,Region 8,Overall,Overall,23.287,0.49454081632653063,2023/2024
Weekly,4/6/2024,booster,boosted,Region 9,Overall,Overall,24.9108,0.7423469387755103,2023/2024
Weekly,4/6/2024,booster,boosted,Alabama,Overall,Overall,12.9566,0.5361224489795918,2023/2024
Weekly,4/6/2024,booster,boosted,Alaska,Overall,Overall,18.0935,0.7996938775510204,2023/2024
Weekly,4/6/2024,booster,boosted,Arizona,Overall,Overall,21.9891,0.9177551020408163,2023/2024
Weekly,4/6/2024,booster,boosted,Arkansas,Overall,Overall,16.003,0.7393877551020408,2023/2024
Weekly,4/6/2024,booster,boosted,California,Overall,Overall,25.8437,0.9106122448979592,2023/2024
Weekly,4/6/2024,booster,boosted,Colorado,Overall,Overall,27.8518,0.7838775510204081,2023/2024
Weekly,4/6/2024,booster,boosted,Connecticut,Overall,Overall,28.3249,1.474030612244898,2023/2024
Weekly,4/6/2024,booster,boosted,Delaware,Overall,Overall,25.9937,0.6980102040816327,2023/2024
Weekly,4/6/2024,booster,boosted,District of Columbia,Overall,Overall,39.7193,0.7619387755102042,2023/2024
Weekly,4/6/2024,booster,boosted,Florida,Overall,Overall,16.1501,0.8009183673469389,2023/2024
Weekly,4/6/2024,booster,boosted,Georgia,Overall,Overall,15.2814,0.9162244897959184,2023/2024
Weekly,4/6/2024,booster,boosted,Guam,Overall,Overall,NA,NA,2023/2024
Weekly,4/6/2024,booster,boosted,Hawaii,Overall,Overall,26.5582,0.8445918367346938,2023/2024
Weekly,4/6/2024,booster,boosted,Idaho,Overall,Overall,20.2891,0.9857142857142857,2023/2024
Weekly,4/6/2024,booster,boosted,Illinois,Overall,Overall,26.2579,0.578469388,2023/2024
Weekly,4/6/2024,booster,boosted,Indiana,Overall,Overall,19.8935,0.662091837,2023/2024
Weekly,4/6/2024,booster,boosted,Iowa,Overall,Overall,26.1836,1.1324489795918367,2023/2024
Weekly,4/6/2024,booster,boosted,Kansas,Overall,Overall,20.8899,0.8600510204081633,2023/2024
Weekly,4/6/2024,booster,boosted,Kentucky,Overall,Overall,18.3445,0.7796428571428572,2023/2024
Weekly,4/6/2024,booster,boosted,Louisiana,Overall,Overall,12.8211,0.6929081632653061,2023/2024
Weekly,4/6/2024,booster,boosted,Maine,Overall,Overall,30.5046,0.7401020408163265,2023/2024
Weekly,4/6/2024,booster,boosted,Maryland,Overall,Overall,28.3268,1.0408673469387755,2023/2024
Weekly,4/6/2024,booster,boosted,Massachusetts,Overall,Overall,35.7183,0.9,2023/2024
Weekly,4/6/2024,booster,boosted,Michigan,Overall,Overall,25.1186,1.0608673469387755,2023/2024
Weekly,4/6/2024,booster,boosted,Minnesota,Overall,Overall,35.6929,0.9226020408163266,2023/2024
Weekly,4/6/2024,booster,boosted,Mississippi,Overall,Overall,10.6876,0.6703061224489797,2023/2024
Weekly,4/6/2024,booster,boosted,Missouri,Overall,Overall,22.1718,0.9368367346938776,2023/2024
Weekly,4/6/2024,booster,boosted,Montana,Overall,Overall,22.1585,0.6300510204081633,2023/2024
Weekly,4/6/2024,booster,boosted,Nebraska,Overall,Overall,22.9544,0.9272448979591836,2023/2024
Weekly,4/6/2024,booster,boosted,Nevada,Overall,Overall,18.5253,0.7784693877551021,2023/2024
Weekly,4/6/2024,booster,boosted,New Hampshire,Overall,Overall,30.0296,0.7303061224489796,2023/2024
Weekly,4/6/2024,booster,boosted,New Jersey,Overall,Overall,23.3523,0.7454591836734694,2023/2024
Weekly,4/6/2024,booster,boosted,New Mexico,Overall,Overall,26.6982,0.8529081632653062,2023/2024
Weekly,4/6/2024,booster,boosted,New York,Overall,Overall,22.8929,0.724795918,2023/2024
Weekly,4/6/2024,booster,boosted,North Carolina,Overall,Overall,21.1265,0.6957142857142857,2023/2024
Weekly,4/6/2024,booster,boosted,North Dakota,Overall,Overall,18.9878,0.750765306,2023/2024
Weekly,4/6/2024,booster,boosted,Ohio,Overall,Overall,21.5372,1.0039285714285715,2023/2024
Weekly,4/6/2024,booster,boosted,Oklahoma,Overall,Overall,16.5357,0.6007653061224489,2023/2024
Weekly,4/6/2024,booster,boosted,Oregon,Overall,Overall,30.9871,0.9298469387755103,2023/2024
Weekly,4/6/2024,booster,boosted,Pennsylvania,Overall,Overall,24.1849,0.6646938775510204,2023/2024
Weekly,4/6/2024,booster,boosted,Puerto Rico,Overall,Overall,10.8819,0.445765306,2023/2024
Weekly,4/6/2024,booster,boosted,Rhode Island,Overall,Overall,30.1925,1.326734693877551,2023/2024
Weekly,4/6/2024,booster,boosted,South Carolina,Overall,Overall,17.3977,0.6269897959183675,2023/2024
Weekly,4/6/2024,booster,boosted,South Dakota,Overall,Overall,23.3118,0.7634183673469388,2023/2024
Weekly,4/6/2024,booster,boosted,Tennessee,Overall,Overall,16.2917,0.8624489795918368,2023/2024
Weekly,4/6/2024,booster,boosted,Texas,Overall,Overall,16.7144,0.5928061224489796,2023/2024
Weekly,4/6/2024,booster,boosted,Utah,Overall,Overall,20.1716,0.9109693877551021,2023/2024
Weekly,4/6/2024,booster,boosted,Vermont,Overall,Overall,40.2387,1.4785204081632652,2023/2024
Weekly,4/6/2024,booster,boosted,Virginia,Overall,Overall,25.1434,0.6061734693877551,2023/2024
Weekly,4/6/2024,booster,boosted,Washington,Overall,Overall,30.8731,1.2511734693877552,2023/2024
Weekly,4/6/2024,booster,boosted,West Virginia,Overall,Overall,17.1964,0.535,2023/2024
Weekly,4/6/2024,booster,boosted,Wisconsin,Overall,Overall,27.9169,1.0025000000000002,2023/2024
Weekly,4/6/2024,booster,boosted,Wyoming,Overall,Overall,15.6552,0.5116326530612244,2023/2024
Weekly,4/6/2024,booster,boosted,Illinois-City of Chicago,Overall,Overall,30.6027,1.0834183673469389,2023/2024
Weekly,4/6/2024,booster,boosted,Illinois-Rest of State,Overall,Overall,24.9837,0.6414795918367348,2023/2024
Weekly,4/6/2024,booster,boosted,New York-New York City,Overall,Overall,21.8325,1.1383163265306122,2023/2024
Weekly,4/6/2024,booster,boosted,New York-Rest of State,Overall,Overall,23.4195,0.7629081632653062,2023/2024
Weekly,4/6/2024,booster,boosted,Pennsylvania-Philadelphia County,Overall,Overall,24.2224,0.8064285714285715,2023/2024
Weekly,4/6/2024,booster,boosted,Pennsylvania-Rest of State,Overall,Overall,23.7097,0.6719897959183673,2023/2024
Weekly,4/6/2024,booster,boosted,Texas-Bexar County,Overall,Overall,19.7001,0.5696428571428572,2023/2024
Weekly,4/6/2024,booster,boosted,Texas-City of Houston,Overall,Overall,18.7688,0.5615816326530613,2023/2024
Weekly,4/6/2024,booster,boosted,Texas-Rest of State,Overall,Overall,16.3117,0.6826530612244899,2023/2024
Weekly,4/6/2024,booster,boosted,National,Age,18-29 years,10.2587,0.2991326530612245,2023/2024
Weekly,4/6/2024,booster,boosted,National,Age,30-39 years,14.9498,0.38790816326530614,2023/2024
Weekly,4/6/2024,booster,boosted,National,Age,40-49 years,17.9816,0.46066326530612245,2023/2024
Weekly,4/6/2024,booster,boosted,National,Age,50-64 years,24.9981,0.3959183673469388,2023/2024
Weekly,4/6/2024,booster,boosted,National,Age,65-74 years,39.2243,0.5970918367346938,2023/2024
Weekly,4/6/2024,booster,boosted,National,Age,75+ years,41.1504,0.836734694,2023/2024
Weekly,4/6/2024,booster,boosted,National,Disability Status,No,22.0583,0.19867346938775512,2023/2024
Weekly,4/6/2024,booster,boosted,National,Disability Status,Yes,23.8998,0.5917857142857142,2023/2024
Weekly,4/6/2024,booster,boosted,National,Gender Identity,Cisgender,22.269,0.19035714285714286,2023/2024
Weekly,4/6/2024,booster,boosted,National,Gender Identity,Don't Know/Refused,17.8373,1.7656632653061226,2023/2024
Weekly,4/6/2024,booster,boosted,National,Gender Identity,Transgender/Nonbinary,27.4049,1.7136224489795917,2023/2024
Weekly,4/6/2024,booster,boosted,National,Health Insurance,Insured,24.114,0.20739795918367346,2023/2024
Weekly,4/6/2024,booster,boosted,National,Health Insurance,Uninsured,9.0871,0.4393877551020408,2023/2024
Weekly,4/6/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Insured,19.1222,0.2220408163265306,2023/2024
Weekly,4/6/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Uninsured,8.7186,0.4381632653061225,2023/2024
Weekly,4/6/2024,booster,boosted,National,Overall,Overall,22.2432,0.1883673469387755,2023/2024
Weekly,4/6/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income < $75k",20.5295,0.3353061224489796,2023/2024
Weekly,4/6/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income >= $75k",27.4889,0.3187755102040816,2023/2024
Weekly,4/6/2024,booster,boosted,National,Poverty Status,Below Poverty,15.1561,0.5038775510204082,2023/2024
Weekly,4/6/2024,booster,boosted,National,Poverty Status,Poverty Status Unknown,19.4874,0.38132653061224486,2023/2024
Weekly,4/6/2024,booster,boosted,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",15.6004,1.5793367346938776,2023/2024
Weekly,4/6/2024,booster,boosted,National,Race/Ethnicity,"Asian, Non-Hispanic",21.7781,0.9831122448979592,2023/2024
Weekly,4/6/2024,booster,boosted,National,Race/Ethnicity,"Black, Non-Hispanic",19.5794,0.6020918367346938,2023/2024
Weekly,4/6/2024,booster,boosted,National,Race/Ethnicity,Hispanic,15.5326,0.4963265306122449,2023/2024
Weekly,4/6/2024,booster,boosted,National,Race/Ethnicity,"Other, Non-Hispanic",19.2416,0.6439285714285714,2023/2024
Weekly,4/6/2024,booster,boosted,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",17.9206,2.5300000000000002,2023/2024
Weekly,4/6/2024,booster,boosted,National,Race/Ethnicity,"White, Non-Hispanic",25.3377,0.22877551020408166,2023/2024
Weekly,4/6/2024,booster,boosted,National,Sex,Female,24.1014,0.2694387755102041,2023/2024
Weekly,4/6/2024,booster,boosted,National,Sex,Male,20.4053,0.26260204081632654,2023/2024
Weekly,4/6/2024,booster,boosted,National,Sexual Orientation,Don't Know/Refused,20.4352,0.7770408163265305,2023/2024
Weekly,4/13/2024,booster,boosted,Louisiana,Overall,Overall,12.8211,0.6929081632653061,2023/2024
Weekly,4/13/2024,booster,boosted,Maine,Overall,Overall,30.5046,0.7401020408163265,2023/2024
Weekly,4/13/2024,booster,boosted,Maryland,Overall,Overall,28.3268,1.0408673469387755,2023/2024
Weekly,4/13/2024,booster,boosted,Massachusetts,Overall,Overall,35.7183,0.9,2023/2024
Weekly,4/13/2024,booster,boosted,Michigan,Overall,Overall,25.1186,1.0608673469387755,2023/2024
Weekly,4/13/2024,booster,boosted,Minnesota,Overall,Overall,35.9334,0.9470408163265307,2023/2024
Weekly,4/13/2024,booster,boosted,Mississippi,Overall,Overall,10.6876,0.6703061224489797,2023/2024
Weekly,4/13/2024,booster,boosted,Missouri,Overall,Overall,22.1718,0.9368367346938776,2023/2024
Weekly,4/13/2024,booster,boosted,Montana,Overall,Overall,22.1585,0.6300510204081633,2023/2024
Weekly,4/13/2024,booster,boosted,Nebraska,Overall,Overall,22.9544,0.9272448979591836,2023/2024
Weekly,4/13/2024,booster,boosted,Nevada,Overall,Overall,18.569,0.7703061224489797,2023/2024
Weekly,4/13/2024,booster,boosted,New Hampshire,Overall,Overall,30.0296,0.7303061224489796,2023/2024
Weekly,4/13/2024,booster,boosted,New Jersey,Overall,Overall,23.4571,0.7496938775510205,2023/2024
Weekly,4/13/2024,booster,boosted,New Mexico,Overall,Overall,26.6982,0.8529081632653062,2023/2024
Weekly,4/13/2024,booster,boosted,New York,Overall,Overall,22.931,0.7258163265306123,2023/2024
Weekly,4/13/2024,booster,boosted,North Carolina,Overall,Overall,21.1265,0.6957142857142857,2023/2024
Weekly,4/13/2024,booster,boosted,North Dakota,Overall,Overall,18.9878,0.750765306,2023/2024
